PLAYER_NAME,Team,Class,Height,Position,PLAYER_ID,TEAM_NAME,GAMES,MINUTES_PLAYED,FIELD_GOALS_MADE,FIELD_GOAL_ATTEMPTS,FIELD_GOAL_PERCENTAGE,THREE_POINTS_MADE,THREE_POINT_ATTEMPTS,THREE_POINT_PERCENTAGE,FREE_THROWS_MADE,FREE_THROW_ATTEMPTS,FREE_THROW_PERCENTAGE,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,TOTAL_REBOUNDS,ASSISTS,TURNOVERS,STEALS,BLOCKS,FOULS,POINTS
Kacey Spink, Idaho St. (Big Sky),Sophomore,69,Guard,ncaaw.p.70706,Idaho St.,30,935,91,248,36.7,14,41,34.1,45,61,73.8,85,123,208,89,86,62,14,91,241
Kseniia Kozlova, James Madison (Sun Belt),Senior,75,Center,ncaaw.p.64131,James Madison,24,526,118,194,60.8,0,0,,48,84,57.1,74,97,171,19,51,8,8,55,284
Simone Cunningham, Old Dominion (Sun Belt),Junior,70,Guard,ncaaw.p.113163,Old Dominion,30,591,84,163,51.5,0,0,,39,69,56.5,87,123,210,12,60,20,21,93,207
Mya Glanton, Indiana St. (MVC),Senior,72,Forward,ncaaw.p.60708,Saint Louis,30,823,135,270,50,1,11,9.1,48,70,68.6,98,110,208,23,60,26,20,105,319
Otaifo Esenabhalu, Longwood (Big South),Freshman,74,Forward,ncaaw.p.113170,Longwood,30,547,60,142,42.3,0,0,,27,45,60,79,128,207,10,59,23,13,78,147
Malia Fisher, Rice (AAC),Junior,74,Forward,ncaaw.p.67062,Rice,23,671,110,251,43.8,10,50,20,67,82,81.7,43,114,157,36,63,39,20,66,297
Evangelia Paulk, Wofford (SoCon),Freshman,72,Guard,ncaaw.p.113077,Wofford,30,892,92,291,31.6,26,98,26.5,45,73,61.6,70,136,206,34,66,46,17,83,255
McKinley Brooks-Sumpter, UNC Asheville (Big South),Senior,68,Guard,ncaaw.p.61116,Charleston,28,857,158,396,39.9,6,30,20,86,111,77.5,42,150,192,77,85,29,9,58,408
Isabell West, USC Upstate (Big South),Senior,73,Guard,ncaaw.p.100107,S.Car. Upstate,31,726,120,238,50.4,6,11,54.5,72,96,75,95,114,209,25,56,28,20,59,318
Kennedy Johnson, Idaho (Big Sky),Sophomore,71,Guard,ncaaw.p.68177,St. Mary's,30,868,159,358,44.4,28,79,35.4,64,76,84.2,48,156,204,49,58,46,26,65,410
Ashanti Barnes, James Madison (Sun Belt),Junior,74,Forward,ncaaw.p.100604,James Madison,31,616,100,226,44.2,15,50,30,29,44,65.9,61,137,198,29,44,22,11,89,244
Sydney Woodley, Long Beach St. (Big West),Sophomore,68,Guard,ncaaw.p.67781,West Virginia,28,817,122,263,46.4,16,56,28.6,38,53,71.7,57,75,132,52,66,93,1,66,298
Aaliyah Parker, Niagara (MAAC),Junior,69,Guard,ncaaw.p.66967,Niagara,25,573,116,252,46,9,35,25.7,60,78,76.9,48,95,143,48,54,82,12,81,301
Kaye Clark, Old Dominion (Sun Belt),Senior,67,Guard,ncaaw.p.67269,Old Dominion,30,859,102,266,38.3,16,74,21.6,43,54,79.6,33,70,103,68,71,88,5,87,263
Sh'Diamond McKnight, Mississippi Val. (SWAC),Junior,67,Guard,ncaaw.p.113297,Miss. Valley St.,31,818,141,422,33.4,30,133,22.6,102,152,67.1,39,79,118,99,109,88,7,95,414
Sydney Watkins, UMass Lowell (America East),Junior,68,Guard,ncaaw.p.64077,Mass-Lowell,27,855,78,185,42.2,0,5,0,53,92,57.6,35,116,151,80,78,76,10,52,209
Kiki McIntyre, Longwood (Big South),Senior,67,Guard,ncaaw.p.113172,Longwood,30,740,70,196,35.7,17,56,30.4,41,57,71.9,15,70,85,78,57,83,4,62,198
Deja Lee, UC Irvine (Big West),Junior,69,Guard,ncaaw.p.67396,UC Irvine,29,881,143,333,42.9,51,148,34.5,62,77,80.5,37,67,104,67,59,74,5,89,399
Katlyn Gilbert, DePaul (Big East),Senior,70,Guard,ncaaw.p.57641,DePaul,32,902,111,293,37.9,24,91,26.4,48,65,73.8,39,128,167,91,82,80,15,111,294
Rakisha Ballinger, Wagner (NEC),Junior,68,Guard,ncaaw.p.67719,Jackson St.,27,796,93,242,38.4,2,13,15.4,46,65,70.8,34,73,107,34,87,67,14,67,234
Janelle Brown, Fairfield (MAAC),Senior,66,Guard,ncaaw.p.64653,Fairfield,29,713,146,250,58.4,36,76,47.4,57,67,85.1,45,79,124,105,96,72,2,93,385
Ashley Austin, LIU (NEC),Senior,66,Guard,ncaaw.p.57981,LIU Brooklyn,26,837,151,360,41.9,38,134,28.4,58,87,66.7,23,75,98,91,97,64,7,37,398
Alexis Calderon, New Orleans (Southland),Junior,64,Guard,ncaaw.p.113105,New Orleans,29,885,100,278,36,24,93,25.8,39,52,75,20,84,104,75,111,72,5,82,263
En'Dya Buford, Old Dominion (Sun Belt),Senior,67,Guard,ncaaw.p.100915,Old Dominion,29,830,114,303,37.6,40,130,30.8,92,119,77.3,54,82,136,70,68,69,8,73,360
Kyah Watson, West Virginia (Big 12),Junior,70,Guard,ncaaw.p.63997,West Virginia,31,919,102,206,49.5,16,52,30.8,30,43,69.8,59,141,200,52,57,74,17,63,250
Aicha Coulibaly, Texas A&M (SEC),Senior,72,Guard,ncaaw.p.64229,Texas A&M,31,914,162,313,51.8,9,41,22,77,103,74.8,59,112,171,68,59,73,13,62,410
Lauren Fields, West Virginia (Big 12),Senior,69,Guard,ncaaw.p.60375,West Virginia,31,970,106,289,36.7,67,207,32.4,18,49,36.7,16,76,92,62,35,74,20,53,297
Chardonnay Hartley, Niagara (MAAC),Sophomore,63,Guard,ncaaw.p.70750,Ut. Tech,29,783,76,283,26.9,27,82,32.9,93,131,71,23,42,65,99,94,64,1,57,272
Emme Shearer, Portland (WCC),Senior,72,Guard,ncaaw.p.65057,Portland,31,750,143,291,49.1,28,92,30.4,67,97,69.1,36,85,121,63,65,73,14,87,381
Sedayjha Payne, Morgan St. (MEAC),Senior,68,Guard,ncaaw.p.113276,Morgan St.,29,634,80,202,39.6,0,0,,26,50,52,66,73,139,24,53,67,7,58,186
Ania McNicholas, Cal Poly (Big West),Senior,67,Guard,ncaaw.p.60682,Cal Poly,29,821,70,220,31.8,28,85,32.9,43,54,79.6,16,82,98,75,75,65,10,72,211
Taylor Britt, Air Force (Mountain West),Senior,67,Guard,ncaaw.p.65119,Air Force,27,514,38,119,31.9,10,52,19.2,7,12,58.3,18,69,87,60,46,59,1,71,93
Cori Lard, Miami (OH) (MAC),Junior,69,Guard,ncaaw.p.112706,Miami (OH),28,782,67,188,35.6,22,69,31.9,29,38,76.3,12,56,68,80,96,61,11,57,185
D'Shantae Edwards, Bethune-Cookman (SWAC),Sophomore,67,Guard,ncaaw.p.71810,Bethune-Cookman,31,809,80,212,37.7,4,16,25,90,153,58.8,47,63,110,52,86,67,1,87,254
Kennedy Calhoun, Saint Louis (Atlantic 10),Junior,65,Guard,ncaaw.p.67825,Saint Louis,34,978,67,152,44.1,9,45,20,35,42,83.3,20,67,87,109,97,68,2,121,178
Ivy Bales, American (Patriot),Senior,70,Guard,ncaaw.p.63985,American,28,838,102,226,45.1,10,31,32.3,34,46,73.9,32,110,142,101,93,60,11,63,248
Jada Leonard, Saint Peter's (MAAC),Sophomore,68,Guard,ncaaw.p.71071,Bryant,27,899,106,289,36.7,30,94,31.9,83,108,76.9,31,71,102,59,99,56,6,57,325
Mireia Aguado, A&M-Corpus Christi (Southland),Senior,69,Guard,ncaaw.p.64892,Texas A&M-Corpus Christi,29,724,119,235,50.6,7,29,24.1,67,92,72.8,29,88,117,77,62,63,8,56,312
Laylay Fantroy, Ohio (MAC),Freshman,71,Guard,ncaaw.p.112728,Ohio,26,611,85,193,44,3,42,7.1,62,94,66,41,67,108,32,56,54,6,62,235
Aniyah Augmon, New Mexico (Mountain West),Junior,68,Guard,ncaaw.p.66937,New Mexico,29,971,135,330,40.9,24,87,27.6,87,127,68.5,26,143,169,107,117,61,4,50,381
Kylee Mabry, Utah Valley (WAC),Sophomore,71,Guard,ncaaw.p.71439,Utah Valley,28,694,77,203,37.9,20,64,31.3,51,70,72.9,20,64,84,35,61,58,6,61,225
Clara Gomez, New Hampshire (America East),Junior,73,Guard,ncaaw.p.66657,New Hampshire,29,776,84,234,35.9,1,18,5.6,9,16,56.3,54,119,173,54,57,60,15,81,178
Madison Smith, Air Force (Mountain West),Junior,68,Guard,ncaaw.p.67818,Air Force,31,854,132,319,41.4,28,96,29.2,66,80,82.5,37,126,163,61,84,65,3,87,358
Casey Valenti-Paea, Long Beach St. (Big West),Junior,69,Guard,ncaaw.p.66482,Virginia,30,801,97,228,42.5,31,81,38.3,54,64,84.4,34,77,111,70,70,65,9,74,279
Jada Lee, Mount St. Mary's (MAAC),Senior,65,Guard,ncaaw.p.64654,Robert Morris,28,872,96,256,37.5,16,73,21.9,50,63,79.4,35,83,118,65,83,58,6,58,258
Carmen Villalobos, Cleveland St. (Horizon),Senior,73,Guard,ncaaw.p.61574,Cleveland St.,31,979,56,135,41.5,20,57,35.1,27,50,54,55,163,218,65,45,67,22,64,159
Jaelyn Glenn, Kansas St. (Big 12),Junior,73,Guard,ncaaw.p.66863,Kansas St.,31,1003,86,215,40,41,124,33.1,11,16,68.8,17,121,138,64,48,63,14,70,224
Esmery Martinez, Arizona (Pac-12),Senior,74,Forward,ncaaw.p.60393,Arizona,31,853,128,303,42.2,15,65,23.1,73,92,79.3,69,125,194,72,78,56,14,93,344
Audrey Roden, Nevada (Mountain West),Junior,69,Guard,ncaaw.p.66931,Nevada,31,752,138,346,39.9,19,75,25.3,54,81,66.7,37,61,98,63,72,62,9,92,349
Leia Hanafin, Saint Mary's (CA) (WCC),Senior,70,Guard,ncaaw.p.64753,St. Mary's,31,745,39,88,44.3,14,43,32.6,6,13,46.2,14,90,104,49,32,62,12,57,98
Trinity Hardy, Army West Point (Patriot),Junior,68,Guard,ncaaw.p.68094,Army,28,779,114,295,38.6,5,33,15.2,89,116,76.7,47,110,157,66,63,54,5,58,322
Sanaa' St. Andre, Tennessee St. (OVC),Senior,68,Guard,ncaaw.p.64758,Tennessee St.,28,795,168,420,40,21,88,23.9,61,81,75.3,17,52,69,45,89,56,2,103,418
Malea Brown, Longwood (Big South),Junior,65,Guard,ncaaw.p.113166,Longwood,30,780,102,247,41.3,21,76,27.6,24,35,68.6,29,96,125,43,51,59,2,26,249
Kayla White, Bethune-Cookman (SWAC),Junior,66,Forward,ncaaw.p.68145,Bethune-Cookman,31,726,105,288,36.5,17,76,22.4,32,45,71.1,16,90,106,61,72,60,1,50,259
Nikki Tom, UC Irvine (Big West),Junior,69,Guard,ncaaw.p.67394,UC Irvine,29,946,62,208,29.8,28,122,23,49,57,86,41,66,107,52,34,56,8,43,201
Jeriah Warren, Florida (SEC),Junior,72,Guard,ncaaw.p.66746,Florida,31,779,57,124,46,15,38,39.5,18,27,66.7,47,113,160,29,26,61,8,75,147
Dymonique Maxie, Nevada (Mountain West),Freshman,68,Guard,ncaaw.p.112560,Nevada,30,722,59,193,30.6,2,23,8.7,26,46,56.5,29,56,85,71,66,59,11,53,146
Ahniysha Jackson, Siena (MAAC),Senior,67,Guard,ncaaw.p.63920,Siena,27,896,120,335,35.8,60,180,33.3,30,51,58.8,22,39,61,50,57,49,3,78,330
DeArica Pryor, New Orleans (Southland),Senior,67,Guard,ncaaw.p.61484,New Orleans,27,901,129,338,38.2,47,111,42.3,80,101,79.2,15,114,129,54,78,52,4,62,385
Imani Smith, Charlotte (AAC),Junior,68,Guard,ncaaw.p.112413,Charlotte,24,601,31,121,25.6,17,74,23,46,65,70.8,24,83,107,46,30,47,14,47,125
Sana'a Garrett, Jacksonville (ASUN),Freshman,67,Guard,ncaaw.p.113147,Jacksonville,30,792,55,121,45.5,16,31,51.6,42,54,77.8,21,66,87,50,87,56,0,92,168
Kamryn Jones, Houston (Big 12),Senior,73,Forward,ncaaw.p.64225,Louisiana,30,634,55,123,44.7,4,15,26.7,28,42,66.7,57,66,123,23,40,56,20,87,142
Alyssa Moreland, Brown (Ivy League),Sophomore,71,Forward,ncaaw.p.71706,Brown,22,576,49,138,35.5,6,37,16.2,22,41,53.7,40,104,144,42,41,41,15,62,126
Georgia Woolley, Syracuse (ACC),Junior,72,Guard,ncaaw.p.66950,Syracuse,27,886,135,346,39,33,117,28.2,72,85,84.7,39,89,128,82,91,52,11,62,375
Makayla Jackson, UC Riverside (Big West),Sophomore,67,Guard,ncaaw.p.113372,UC Riverside,30,959,95,234,40.6,36,106,34,40,59,67.8,35,48,83,36,30,52,0,46,266
Deajanae Harvey, Fresno St. (Mountain West),Senior,66,Guard,ncaaw.p.112527,Fresno St.,27,535,96,234,41,22,61,36.1,24,34,70.6,13,44,57,48,50,50,3,37,238
Jayda McNabb, Air Force (Mountain West),Freshman,70,Guard,ncaaw.p.112480,Air Force,31,874,63,168,37.5,18,46,39.1,48,75,64,121,74,195,54,48,56,20,84,192
Taylor McAulay, Drake (MVC),Senior,71,Guard,ncaaw.p.60423,Drake,31,786,114,241,47.3,35,114,30.7,37,48,77.1,22,73,95,65,63,56,17,64,300
Katelynn Limardo, Montana St. (Big Sky),Senior,74,Forward,ncaaw.p.64573,Montana St.,27,822,89,251,35.5,44,130,33.8,78,100,78,40,135,175,52,64,46,12,46,300
Emily Carver, App State (Sun Belt),Junior,70,Guard,ncaaw.p.66617,Appalachian St.,24,723,103,278,37.1,55,168,32.7,64,114,56.1,47,58,105,44,52,43,4,75,325
CC Mays, Marshall (Sun Belt),Sophomore,68,Guard,ncaaw.p.65127,Marshall,30,527,65,148,43.9,16,58,27.6,31,40,77.5,46,67,113,37,52,55,1,82,177
Teresa Faustino, Western Ky. (CUSA),Senior,69,Guard,ncaaw.p.65072,W. Kentucky,31,908,97,259,37.5,35,120,29.2,57,85,67.1,29,64,93,82,46,57,1,43,286
Maddy Skorupski, Oakland (Horizon),Sophomore,68,Guard,ncaaw.p.70821,Oakland,27,580,85,187,45.5,24,68,35.3,56,66,84.8,16,47,63,53,44,48,4,41,250
Gabi Fields, Northern Colo. (Big Sky),Sophomore,65,Guard,ncaaw.p.71666,Northern Colorado,29,789,56,154,36.4,21,60,35,43,59,72.9,22,56,78,79,66,51,1,53,176
Kadie Deaton, Pacific (WCC),Senior,71,Guard,ncaaw.p.61185,Pacific,27,737,100,259,38.6,25,77,32.5,75,97,77.3,32,72,104,73,87,45,11,72,300
Jada Ryce, Winthrop (Big South),Junior,65,Guard,ncaaw.p.66693,Winthrop,30,954,115,278,41.4,24,75,32,79,102,77.5,35,63,98,71,78,53,1,67,333
Amelia Wood, Sacred Heart (NEC),Sophomore,72,Guard,ncaaw.p.71045,Sacred Heart,30,815,115,313,36.7,38,161,23.6,47,68,69.1,31,128,159,35,64,52,8,72,315
Taylor Bell, Southeastern La. (Southland),Junior,71,Guard,ncaaw.p.67379,SE Louisiana,27,622,96,269,35.7,4,25,16,64,104,61.5,38,103,141,43,72,48,18,86,260
Teya Sidberry, Boston College (ACC),Sophomore,73,Forward,ncaaw.p.71438,Boston Coll.,33,916,175,385,45.5,23,86,26.7,77,98,78.6,89,130,219,41,62,58,22,67,450
Shayla Sellers, Purdue Fort Wayne (Horizon),Senior,72,Guard,ncaaw.p.60761,PFW,32,976,121,293,41.3,62,154,40.3,56,72,77.8,38,105,143,50,52,56,15,62,360
Jordan Olivares, CSU Bakersfield (Big West),Senior,68,Guard,ncaaw.p.61241,CSU Bakersfield,28,857,118,327,36.1,31,110,28.2,99,133,74.4,39,116,155,77,62,49,7,75,366
Soufia Inoussa, LMU (CA) (WCC),Senior,67,Guard,ncaaw.p.61272,Loyola Marymount,30,821,67,195,34.4,21,73,28.8,17,24,70.8,29,60,89,54,50,52,4,54,172
Cassidy Geddes, William & Mary (CAA),Freshman,67,Guard,ncaaw.p.112228,William & Mary,28,788,91,234,38.9,39,125,31.2,47,65,72.3,8,44,52,57,74,48,10,53,268
Paige Lyons, Wagner (NEC),Junior,67,Guard,ncaaw.p.68106,E. Tennessee St.,25,589,62,168,36.9,12,46,26.1,36,59,61,11,43,54,32,53,43,4,60,172
Kyla Bryant, N.C. Central (MEAC),Freshman,67,Guard,ncaaw.p.113270,N.C. Central,28,971,122,339,36,31,113,27.4,63,93,67.7,23,114,137,66,92,51,5,56,338
Catherine Alben, Charleston So. (Big South),Sophomore,67,Guard,ncaaw.p.70656,Charleston Sou.,30,994,154,425,36.2,46,142,32.4,64,86,74.4,25,92,117,58,102,51,2,82,418
Saniya Jackson, Valparaiso (MVC),Freshman,72,Forward,ncaaw.p.112911,Valparaiso,29,746,99,212,46.7,32,102,31.4,38,67,56.7,41,58,99,30,43,50,13,105,268
Madison St. Rose, Princeton (Ivy League),Sophomore,70,Guard,ncaaw.p.71832,Princeton,27,826,152,354,42.9,42,121,34.7,38,49,77.6,17,51,68,37,46,44,6,52,384
Jelissa Reese, Ark.-Pine Bluff (SWAC),Junior,69,Guard,ncaaw.p.64035,Prairie View A&M,26,704,95,204,46.6,0,7,0,37,54,68.5,59,58,117,40,58,44,3,58,227
Alex Giannaros, Boston U. (Patriot),Junior,65,Guard,ncaaw.p.66649,Boston U.,29,963,144,319,45.1,67,152,44.1,55,75,73.3,13,70,83,79,78,49,2,74,410
Josie Gilvin, Western Ky. (CUSA),Sophomore,72,Forward,ncaaw.p.71484,W. Kentucky,31,666,58,158,36.7,20,85,23.5,13,17,76.5,25,58,83,32,31,53,14,64,149
Taylor Thierry, Ohio St. (Big Ten),Junior,72,Guard,ncaaw.p.67023,Ohio St.,30,816,124,202,61.4,13,28,46.4,82,107,76.6,67,95,162,47,30,52,16,68,343
Meghan Weinrich, Oral Roberts (Summit League),Junior,70,Guard,ncaaw.p.112816,Oral Roberts,29,660,50,131,38.2,4,27,14.8,18,26,69.2,38,101,139,47,34,48,12,68,122
Tayla Dalton, Saint Mary's (CA) (WCC),Senior,69,Guard,ncaaw.p.64761,Gonzaga,28,935,101,217,46.5,18,50,36,64,82,78,26,37,63,71,58,47,7,48,284
Kiley Bess, Indiana St. (MVC),Senior,72,Guard,ncaaw.p.64713,Missouri St.,29,942,106,263,40.3,33,106,31.1,77,102,75.5,38,83,121,54,64,46,5,51,322
Jocelyn Tate, Michigan St. (Big Ten),Junior,71,Forward,ncaaw.p.67650,Michigan St.,30,767,84,196,42.9,6,28,21.4,38,71,53.5,40,90,130,54,53,50,12,92,212
Natalie Picton, Montana St. (Big Sky),Freshman,65,Guard,ncaaw.p.112319,Montana St.,31,871,81,248,32.7,28,105,26.7,41,50,82,18,50,68,66,86,51,1,67,231
Tiarra East, Temple (AAC),Junior,70,Guard,ncaaw.p.67089,Temple,28,857,137,358,38.3,22,72,30.6,71,94,75.5,32,110,142,44,62,47,8,76,367
Payton Hull, Abilene Christian (WAC),Freshman,71,Guard,ncaaw.p.112709,Abilene Christian,29,837,155,354,43.8,79,222,35.6,55,73,75.3,33,67,100,59,87,47,8,71,444
Ja'Leah Williams, Miami (FL) (ACC),Junior,70,Guard,ncaaw.p.66906,Louisville,30,837,83,195,42.6,17,53,32.1,29,44,65.9,37,99,136,82,71,50,5,59,212
MiLaysia Fulwiley, South Carolina (SEC),Freshman,70,Guard,ncaaw.p.112133,South Carolina,31,578,127,292,43.5,31,103,30.1,70,90,77.8,20,72,92,70,54,54,22,70,355
Tymberlin Criswell, A&M-Corpus Christi (Southland),Junior,68,Guard,ncaaw.p.67083,Texas A&M-Corpus Christi,29,541,54,146,37,10,52,19.2,40,60,66.7,4,54,58,31,56,51,8,56,158
Emy Hayford, Fordham (Atlantic 10),Senior,68,Guard,ncaaw.p.60465,Fordham,29,848,148,350,42.3,31,102,30.4,41,66,62.1,22,65,87,58,83,48,2,76,368
Alexis Johnson, Oakland (Horizon),Senior,70,Forward,ncaaw.p.61231,Oakland,29,758,94,224,42,34,96,35.4,11,19,57.9,14,82,96,26,57,48,9,92,233
Ashley Hiraki, Santa Clara (WCC),Senior,67,Guard,ncaaw.p.65208,Cal Poly,31,801,54,173,31.2,23,103,22.3,26,31,83.9,11,68,79,65,47,53,2,49,157
Mar'shaun Bostic, Auburn (SEC),Junior,68,Guard,ncaaw.p.66585,Auburn,30,539,59,143,41.3,0,5,0,56,85,65.9,9,45,54,75,67,49,5,60,174
Darian Burgin, Alabama A&M (SWAC),Senior,67,Guard,ncaaw.p.65199,Alabama A&M,30,991,95,248,38.3,22,80,27.5,59,74,79.7,26,86,112,78,71,51,6,55,271
Britiya Curtis, Nicholls (Southland),Freshman,67,Guard,ncaaw.p.113184,Nicholls,30,901,121,295,41,48,129,37.2,33,44,75,18,75,93,49,55,49,3,40,323
Mara Neira, Presbyterian (Big South),Junior,67,Guard,ncaaw.p.71093,Appalachian St.,30,824,129,356,36.2,64,198,32.3,17,23,73.9,11,125,136,56,72,51,1,63,339
Morgan Sharps, Bowling Green (MAC),Senior,70,Guard,ncaaw.p.60440,Bowling Green,25,816,146,365,40,81,210,38.6,21,27,77.8,3,67,70,58,47,27,2,34,394
Alexis Callins, North Ala. (ASUN),Senior,68,Guard,ncaaw.p.64760,North Alabama,30,850,155,364,42.6,88,241,36.5,35,45,77.8,23,41,64,48,86,36,12,71,433
Emma Von Essen, Hofstra (CAA),Sophomore,69,Guard,ncaaw.p.70718,Hofstra,29,815,129,335,38.5,81,223,36.3,13,17,76.5,17,71,88,33,77,18,1,60,352
Moira Joiner, Michigan St. (Big Ten),Senior,70,Guard,ncaaw.p.60793,Michigan St.,30,940,162,343,47.2,76,176,43.2,42,48,87.5,55,89,144,81,45,38,6,59,442
Londynn Jones, UCLA (Pac-12),Sophomore,64,Guard,ncaaw.p.71187,UCLA,31,859,124,325,38.2,80,211,37.9,48,59,81.4,16,39,55,62,63,33,5,58,376
Sophie Phillips, Rhode Island (Atlantic 10),Junior,72,Guard,ncaaw.p.67060,Rhode Island,34,1072,123,326,37.7,86,253,34,31,44,70.5,6,38,44,49,40,32,15,29,363
Kailey Woolston, BYU (Big 12),Freshman,71,Guard,ncaaw.p.112274,BYU,32,1062,144,307,46.9,81,174,46.6,56,67,83.6,30,76,106,76,73,23,6,75,425
Nya Robertson, George Washington (Atlantic 10),Sophomore,67,Guard,ncaaw.p.70676,SMU,28,862,149,403,37,70,205,34.1,85,112,75.9,13,65,78,40,95,15,7,55,453
Madelyn Bischoff, Ball St. (MAC),Junior,69,Guard,ncaaw.p.66600,Ball St.,30,881,112,278,40.3,77,191,40.3,58,67,86.6,11,60,71,37,36,20,6,38,359
Mia Mancini, Bryant (America East),Freshman,66,Guard,ncaaw.p.112361,Bryant,30,954,129,387,33.3,74,202,36.6,67,98,68.4,17,81,98,80,91,22,3,62,399
Brinae Alexander, Maryland (Big Ten),Senior,70,Forward,ncaaw.p.57399,Maryland,32,821,103,262,39.3,79,202,39.1,12,17,70.6,10,82,92,34,37,40,2,66,297
Ella Stemmer, Lehigh (Patriot),Junior,70,Guard,ncaaw.p.66791,Lehigh,29,844,121,326,37.1,70,214,32.7,84,97,86.6,31,60,91,49,60,30,5,43,396
Frida Formann, Colorado (Pac-12),Senior,70,Guard,ncaaw.p.64509,Colorado,31,863,132,296,44.6,79,185,42.7,58,63,92.1,13,48,61,67,61,33,9,52,401
Vittoria Blasigh, South Fla. (AAC),Freshman,69,Guard,ncaaw.p.112471,South Florida,31,908,142,386,36.8,72,215,33.5,58,67,86.6,18,60,78,61,71,20,5,71,414
Rachel Kent, Butler (Big East),Senior,71,Guard,ncaaw.p.60725,Butler,30,1007,106,258,41.1,71,174,40.8,28,47,59.6,29,89,118,75,63,19,12,55,311
Blythe Pearson, Lipscomb (ASUN),Senior,70,Guard,ncaaw.p.60599,Lipscomb,30,1002,113,331,34.1,69,215,32.1,51,64,79.7,26,141,167,42,55,44,20,81,346
Micah Gray, Seton Hall (Big East),Sophomore,68,Guard,ncaaw.p.71637,Oklahoma St.,31,947,136,384,35.4,71,211,33.6,27,36,75,16,61,77,33,48,24,4,58,370
Leia Beattie, Northern Ariz. (Big Sky),Junior,69,Guard,ncaaw.p.64576,Northern Arizona,31,866,126,295,42.7,68,162,42,42,52,80.8,42,109,151,84,41,39,7,84,362
Emma Hess, Liberty (CUSA),Junior,71,Guard,ncaaw.p.66795,Liberty,31,974,143,346,41.3,72,184,39.1,51,65,78.5,34,94,128,62,67,26,14,70,409
Sadie Stetson, Samford (SoCon),Senior,67,Guard,ncaaw.p.61131,Samford,30,981,94,240,39.2,67,164,40.9,6,8,75,16,69,85,38,38,44,4,51,261
Sofie Lowis, SIUE (OVC),Junior,68,Guard,ncaaw.p.67079,SIU Edwardsville,31,915,122,340,35.9,69,209,33,48,59,81.4,18,81,99,69,63,32,7,62,361
Hayley Frank, Missouri (SEC),Senior,73,Forward,ncaaw.p.61028,Missouri,27,886,154,347,44.4,60,161,37.3,74,80,92.5,29,143,172,53,57,17,14,88,442
Tracey Bershers, UAB (AAC),Junior,74,Forward,ncaaw.p.67029,UAB,28,684,83,222,37.4,62,171,36.3,27,32,84.4,14,115,129,36,38,11,21,54,255
Jo Raflo, Mount St. Mary's (MAAC),Junior,70,Guard,ncaaw.p.67488,Mount St. Mary's,29,924,125,372,33.6,61,184,33.2,35,52,67.3,7,88,95,42,51,33,23,49,346
Maddie Walsh, UAB (AAC),Junior,74,Forward,ncaaw.p.64425,UAB,30,960,116,255,45.5,65,148,43.9,12,16,75,19,90,109,27,42,22,21,50,309
Rusne Augustinaite, Georgia Tech (ACC),Freshman,72,Guard,ncaaw.p.112208,Georgia Tech,32,890,126,336,37.5,69,197,35,30,40,75,9,97,106,42,48,9,5,48,351
Ivy Wolf, Dayton (Atlantic 10),Junior,68,Guard,ncaaw.p.67553,Dayton,29,971,123,335,36.7,62,173,35.8,36,38,94.7,14,70,84,99,91,29,4,73,344
Shay Ciezki, Penn St. (Big Ten),Sophomore,67,Guard,ncaaw.p.71034,Indiana,31,815,133,312,42.6,71,187,38,44,49,89.8,15,56,71,77,66,33,2,56,381
Kendall Holmes, South Dakota (Summit League),Junior,70,Guard,ncaaw.p.65181,Belmont,31,859,114,301,37.9,65,186,34.9,59,69,85.5,10,82,92,47,60,17,4,43,352
Alexis Andrews, Col. of Charleston (CAA),Sophomore,68,Guard,ncaaw.p.70653,Charlotte,29,836,123,315,39,65,168,38.7,62,85,72.9,28,83,111,31,54,37,0,50,373
Dena Jarrells, Youngstown St. (Horizon),Senior,67,Guard,ncaaw.p.60591,Youngstown St.,32,884,116,319,36.4,67,195,34.4,41,47,87.2,6,76,82,112,102,22,2,46,340
Jewel Spear, Tennessee (SEC),Senior,70,Guard,ncaaw.p.64824,Tennessee,31,910,136,320,42.5,65,175,37.1,75,89,84.3,30,113,143,66,39,18,4,31,412
Mariah Elohim, LIU (NEC),Sophomore,70,Guard,ncaaw.p.70898,Fresno St.,29,946,123,380,32.4,60,246,24.4,58,68,85.3,14,47,61,45,64,20,7,33,364
Madison Layden, Purdue (Big Ten),Senior,73,Guard,ncaaw.p.64130,Purdue,30,883,95,240,39.6,60,152,39.5,39,48,81.3,9,89,98,49,44,32,18,66,289
Cayla King, Virginia Tech (ACC),Senior,72,Guard,ncaaw.p.60504,Virginia Tech,31,936,71,232,30.6,65,207,31.4,11,16,68.8,31,65,96,73,29,23,12,89,218
Emily Rodabaugh, Northern Ariz. (Big Sky),Senior,72,Guard,ncaaw.p.61154,Northern Arizona,30,941,112,287,39,68,183,37.2,51,62,82.3,11,153,164,66,33,41,21,48,343
Bailey Tabeling, Ohio (MAC),Freshman,70,Guard,ncaaw.p.112718,Ohio,29,628,91,200,45.5,61,149,40.9,10,15,66.7,10,63,73,31,38,47,3,35,253
